,season,task_episode,task_description,task_contestant,task_score
219,Series 5,Episode 8: Their water's so delicious. (1 November 2017),"Get a coconut as far from the Taskmaster house as possible, without touching the ground or stepping on the same object twice.",Sally Phillips,5
220,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Draw the best graph.,Aisling Bea,3
221,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Draw the best graph.,Bob Mortimer,4
222,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Draw the best graph.,Mark Watson,3
223,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Draw the best graph.,Nish Kumar,5
224,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Draw the best graph.,Sally Phillips,3
225,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Make the most fish puns.,Aisling Bea,0
226,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Make the most fish puns.,Bob Mortimer,0
227,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Make the most fish puns.,Mark Watson,0
228,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Make the most fish puns.,Nish Kumar,0
229,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Make the most fish puns.,Sally Phillips,0
230,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Team: Write and perform a song for a stranger.,Aisling Bea,2
231,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Team: Write and perform a song for a stranger.,Bob Mortimer,2
232,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Team: Write and perform a song for a stranger.,Mark Watson,3
233,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Team: Write and perform a song for a stranger.,Nish Kumar,3
234,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Team: Write and perform a song for a stranger.,Sally Phillips,2
235,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Live: Throw an egg through a basketball hoop.,Aisling Bea,0
236,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Live: Throw an egg through a basketball hoop.,Bob Mortimer,5
237,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Live: Throw an egg through a basketball hoop.,Mark Watson,0
238,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Live: Throw an egg through a basketball hoop.,Nish Kumar,0
239,Series 5,Episode 8: Their water's so delicious. (1 November 2017),Live: Throw an egg through a basketball hoop.,Sally Phillips,4
