,season,task_episode,task_description,task_contestant,task_score
196,Series 8,Episode 7: This is Trevor. (19 June 2019),Team Live: Do not release the green egg. Teams will take turns pulling a numbered string in response to a question. The string with the correct answer will not release the egg. You must pull a new number each time.,Joe Thomas,5
197,Series 8,Episode 7: This is Trevor. (19 June 2019),Team Live: Do not release the green egg. Teams will take turns pulling a numbered string in response to a question. The string with the correct answer will not release the egg. You must pull a new number each time.,Lou Sanders,0
198,Series 8,Episode 7: This is Trevor. (19 June 2019),Team Live: Do not release the green egg. Teams will take turns pulling a numbered string in response to a question. The string with the correct answer will not release the egg. You must pull a new number each time.,Paul Sinha,0
199,Series 8,Episode 7: This is Trevor. (19 June 2019),Team Live: Do not release the green egg. Teams will take turns pulling a numbered string in response to a question. The string with the correct answer will not release the egg. You must pull a new number each time.,Sian Gibson,5
200,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Prize: Nicest thing to hold.,Iain Stirling,3
201,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Prize: Nicest thing to hold.,Joe Thomas,4
202,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Prize: Nicest thing to hold.,Lou Sanders,2
203,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Prize: Nicest thing to hold.,Paul Sinha,5
204,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Prize: Nicest thing to hold.,Sian Gibson,3
205,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Make the best portrait of a former Taskmaster contestant using sand and one tool. You must randomly select your tool with the die. Only air may touch the sand.,Iain Stirling,5
206,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Make the best portrait of a former Taskmaster contestant using sand and one tool. You must randomly select your tool with the die. Only air may touch the sand.,Joe Thomas,2
207,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Make the best portrait of a former Taskmaster contestant using sand and one tool. You must randomly select your tool with the die. Only air may touch the sand.,Lou Sanders,2
208,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Make the best portrait of a former Taskmaster contestant using sand and one tool. You must randomly select your tool with the die. Only air may touch the sand.,Paul Sinha,4
209,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Make the best portrait of a former Taskmaster contestant using sand and one tool. You must randomly select your tool with the die. Only air may touch the sand.,Sian Gibson,1
210,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),"Team: Catch the red balls in things from the shed. Catch the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball with something from the kitchen. Red balls are 1 point, yellow balls are 2 points, the blue ball is 5 points, and you lose 2 points for every green ball that touches anything other than the grass.",Iain Stirling,5
211,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),"Team: Catch the red balls in things from the shed. Catch the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball with something from the kitchen. Red balls are 1 point, yellow balls are 2 points, the blue ball is 5 points, and you lose 2 points for every green ball that touches anything other than the grass.",Joe Thomas,0
212,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),"Team: Catch the red balls in things from the shed. Catch the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball with something from the kitchen. Red balls are 1 point, yellow balls are 2 points, the blue ball is 5 points, and you lose 2 points for every green ball that touches anything other than the grass.",Lou Sanders,5
213,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),"Team: Catch the red balls in things from the shed. Catch the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball with something from the kitchen. Red balls are 1 point, yellow balls are 2 points, the blue ball is 5 points, and you lose 2 points for every green ball that touches anything other than the grass.",Paul Sinha,5
214,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),"Team: Catch the red balls in things from the shed. Catch the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball with something from the kitchen. Red balls are 1 point, yellow balls are 2 points, the blue ball is 5 points, and you lose 2 points for every green ball that touches anything other than the grass.",Sian Gibson,0
215,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Get the beach ball across the finishing line. Only water can touch the beach ball.,Iain Stirling,5
216,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Get the beach ball across the finishing line. Only water can touch the beach ball.,Joe Thomas,1
217,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Get the beach ball across the finishing line. Only water can touch the beach ball.,Lou Sanders,3
218,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Get the beach ball across the finishing line. Only water can touch the beach ball.,Paul Sinha,2
219,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Get the beach ball across the finishing line. Only water can touch the beach ball.,Sian Gibson,4
220,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Live: Complete the five-syllable word started by the Taskmaster. An earlier guess scores more points. Guess incorrectly and lose all your points.,Iain Stirling,0
221,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Live: Complete the five-syllable word started by the Taskmaster. An earlier guess scores more points. Guess incorrectly and lose all your points.,Joe Thomas,0
222,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Live: Complete the five-syllable word started by the Taskmaster. An earlier guess scores more points. Guess incorrectly and lose all your points.,Lou Sanders,0
223,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Live: Complete the five-syllable word started by the Taskmaster. An earlier guess scores more points. Guess incorrectly and lose all your points.,Paul Sinha,5
224,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Live: Complete the five-syllable word started by the Taskmaster. An earlier guess scores more points. Guess incorrectly and lose all your points.,Sian Gibson,0
225,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Prize: Best form of protection.,Iain Stirling,4
226,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Prize: Best form of protection.,Joe Thomas,3
227,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Prize: Best form of protection.,Lou Sanders,5
228,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Prize: Best form of protection.,Paul Sinha,4
229,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Prize: Best form of protection.,Sian Gibson,3
230,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Bounce one of the balls into the bin. Most bounces between propulsion of the ball and landing in the bin wins. You must use the first ball you touch.,Iain Stirling,3
231,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Bounce one of the balls into the bin. Most bounces between propulsion of the ball and landing in the bin wins. You must use the first ball you touch.,Joe Thomas,1
232,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Bounce one of the balls into the bin. Most bounces between propulsion of the ball and landing in the bin wins. You must use the first ball you touch.,Lou Sanders,5
233,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Bounce one of the balls into the bin. Most bounces between propulsion of the ball and landing in the bin wins. You must use the first ball you touch.,Paul Sinha,2
234,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Bounce one of the balls into the bin. Most bounces between propulsion of the ball and landing in the bin wins. You must use the first ball you touch.,Sian Gibson,4
235,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Devise the most delicious dust and serve it in this dustpan.,Iain Stirling,5
236,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Devise the most delicious dust and serve it in this dustpan.,Joe Thomas,4
237,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Devise the most delicious dust and serve it in this dustpan.,Lou Sanders,1
238,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Devise the most delicious dust and serve it in this dustpan.,Paul Sinha,3
239,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Devise the most delicious dust and serve it in this dustpan.,Sian Gibson,2
240,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Team: Make yourselves look like one person. Your time starts when one of you looks at another.,Iain Stirling,3
241,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Team: Make yourselves look like one person. Your time starts when one of you looks at another.,Joe Thomas,2
242,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Team: Make yourselves look like one person. Your time starts when one of you looks at another.,Lou Sanders,3
243,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Team: Make yourselves look like one person. Your time starts when one of you looks at another.,Paul Sinha,3
244,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Team: Make yourselves look like one person. Your time starts when one of you looks at another.,Sian Gibson,2
245,Series 8,Episode 9: I've been a bit ill. (3 July 2019),"Live: Stack the most bowls and plates on your head alternately and one at a time. You must only stack while standing upright, and you may not touch any bowls or plates you've already stacked.",Iain Stirling,3
246,Series 8,Episode 9: I've been a bit ill. (3 July 2019),"Live: Stack the most bowls and plates on your head alternately and one at a time. You must only stack while standing upright, and you may not touch any bowls or plates you've already stacked.",Joe Thomas,2
247,Series 8,Episode 9: I've been a bit ill. (3 July 2019),"Live: Stack the most bowls and plates on your head alternately and one at a time. You must only stack while standing upright, and you may not touch any bowls or plates you've already stacked.",Lou Sanders,5
248,Series 8,Episode 9: I've been a bit ill. (3 July 2019),"Live: Stack the most bowls and plates on your head alternately and one at a time. You must only stack while standing upright, and you may not touch any bowls or plates you've already stacked.",Paul Sinha,4
249,Series 8,Episode 9: I've been a bit ill. (3 July 2019),"Live: Stack the most bowls and plates on your head alternately and one at a time. You must only stack while standing upright, and you may not touch any bowls or plates you've already stacked.",Sian Gibson,1
250,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Prize: Best thing that will change your life for the better.,Iain Stirling,5
251,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Prize: Best thing that will change your life for the better.,Joe Thomas,4
252,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Prize: Best thing that will change your life for the better.,Lou Sanders,3
253,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Prize: Best thing that will change your life for the better.,Paul Sinha,3
254,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Prize: Best thing that will change your life for the better.,Sian Gibson,2
255,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Completely erase this eraser.,Iain Stirling,5
256,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Completely erase this eraser.,Joe Thomas,1
257,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Completely erase this eraser.,Lou Sanders,3
258,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Completely erase this eraser.,Paul Sinha,4
259,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Completely erase this eraser.,Sian Gibson,2
260,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Make the most tremendous pair of legs. You may order up to 5 items.,Iain Stirling,3
261,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Make the most tremendous pair of legs. You may order up to 5 items.,Joe Thomas,1
262,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Make the most tremendous pair of legs. You may order up to 5 items.,Lou Sanders,4
263,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Make the most tremendous pair of legs. You may order up to 5 items.,Paul Sinha,2
264,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Make the most tremendous pair of legs. You may order up to 5 items.,Sian Gibson,5
265,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Follow the instructions on the signs through the course and park the buggy at the end. You must wear the blindfold. You have 10 minutes to prepare your journey.,Iain Stirling,5
266,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Follow the instructions on the signs through the course and park the buggy at the end. You must wear the blindfold. You have 10 minutes to prepare your journey.,Joe Thomas,3
267,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Follow the instructions on the signs through the course and park the buggy at the end. You must wear the blindfold. You have 10 minutes to prepare your journey.,Lou Sanders,1
268,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Follow the instructions on the signs through the course and park the buggy at the end. You must wear the blindfold. You have 10 minutes to prepare your journey.,Paul Sinha,2
269,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),Follow the instructions on the signs through the course and park the buggy at the end. You must wear the blindfold. You have 10 minutes to prepare your journey.,Sian Gibson,4
270,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),"Live: Correctly wearing the goggles, hook your duck and hold it above your head.",Iain Stirling,0
271,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),"Live: Correctly wearing the goggles, hook your duck and hold it above your head.",Joe Thomas,0
272,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),"Live: Correctly wearing the goggles, hook your duck and hold it above your head.",Lou Sanders,0
273,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),"Live: Correctly wearing the goggles, hook your duck and hold it above your head.",Paul Sinha,0
274,Series 8,Episode 10: Clumpy swayey clumsy man. (10 July 2019),"Live: Correctly wearing the goggles, hook your duck and hold it above your head.",Sian Gibson,0
