,season,task_episode,task_description,task_contestant,task_score
209,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Poke the most unexpected thing through the hole in the roof of the grotto.,Rhod Gilbert,5
210,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Puzzle: C. Now look in the microwave (End task: Scream).,James Acaster,5
211,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Puzzle: C. Now look in the microwave (End task: Scream).,Jessica Knappett,4
212,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Puzzle: C. Now look in the microwave (End task: Scream).,Kerry Godliman,3
213,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Puzzle: C. Now look in the microwave (End task: Scream).,Phil Wang,2
214,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Puzzle: C. Now look in the microwave (End task: Scream).,Rhod Gilbert,1
215,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Compose the best 30 second piece of music.,James Acaster,4
216,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Compose the best 30 second piece of music.,Jessica Knappett,5
217,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Compose the best 30 second piece of music.,Kerry Godliman,3
218,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Compose the best 30 second piece of music.,Phil Wang,2
219,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Compose the best 30 second piece of music.,Rhod Gilbert,4
220,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Live:  Bob when you hear the surname of a famous Bob. Pat when you hear the surname of a famous Pat. Kneel when you hear the surname of a famous Neil. Stew when you hear the surname of a famous Stu. Wane when you hear the surname of a famous Wayne.,James Acaster,1
221,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Live:  Bob when you hear the surname of a famous Bob. Pat when you hear the surname of a famous Pat. Kneel when you hear the surname of a famous Neil. Stew when you hear the surname of a famous Stu. Wane when you hear the surname of a famous Wayne.,Jessica Knappett,4
222,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Live:  Bob when you hear the surname of a famous Bob. Pat when you hear the surname of a famous Pat. Kneel when you hear the surname of a famous Neil. Stew when you hear the surname of a famous Stu. Wane when you hear the surname of a famous Wayne.,Kerry Godliman,3
223,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Live:  Bob when you hear the surname of a famous Bob. Pat when you hear the surname of a famous Pat. Kneel when you hear the surname of a famous Neil. Stew when you hear the surname of a famous Stu. Wane when you hear the surname of a famous Wayne.,Phil Wang,2
224,Series 7,Episode 8: Mother honks her horn. (24 October 2018),Live:  Bob when you hear the surname of a famous Bob. Pat when you hear the surname of a famous Pat. Kneel when you hear the surname of a famous Neil. Stew when you hear the surname of a famous Stu. Wane when you hear the surname of a famous Wayne.,Rhod Gilbert,5
225,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Prize: Most surprisingly beautiful thing.,James Acaster,3
226,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Prize: Most surprisingly beautiful thing.,Jessica Knappett,4
227,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Prize: Most surprisingly beautiful thing.,Kerry Godliman,2
228,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Prize: Most surprisingly beautiful thing.,Phil Wang,5
229,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Prize: Most surprisingly beautiful thing.,Rhod Gilbert,1
230,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Put the most money in the floating bowl without touching it or making it sink. You must also say your name at least once every 30 seconds.,James Acaster,0
231,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Put the most money in the floating bowl without touching it or making it sink. You must also say your name at least once every 30 seconds.,Jessica Knappett,0
232,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Put the most money in the floating bowl without touching it or making it sink. You must also say your name at least once every 30 seconds.,Kerry Godliman,5
233,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Put the most money in the floating bowl without touching it or making it sink. You must also say your name at least once every 30 seconds.,Phil Wang,0
234,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Put the most money in the floating bowl without touching it or making it sink. You must also say your name at least once every 30 seconds.,Rhod Gilbert,0
235,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Take a photo of yourself wearing this fez in the most unusual situation.,James Acaster,0
236,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Take a photo of yourself wearing this fez in the most unusual situation.,Jessica Knappett,3
237,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Take a photo of yourself wearing this fez in the most unusual situation.,Kerry Godliman,2
238,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Take a photo of yourself wearing this fez in the most unusual situation.,Phil Wang,0
239,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Take a photo of yourself wearing this fez in the most unusual situation.,Rhod Gilbert,1
240,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Hula.,James Acaster,2
241,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Hula.,Jessica Knappett,0
242,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Hula.,Kerry Godliman,0
243,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Hula.,Phil Wang,1
244,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Hula.,Rhod Gilbert,0
245,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),"Find the sock containing a satsuma. You may not look inside any sock. You can squeeze 5, strike 10, sniff 20, put your hand inside 3 and your foot inside 11.",James Acaster,3
246,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),"Find the sock containing a satsuma. You may not look inside any sock. You can squeeze 5, strike 10, sniff 20, put your hand inside 3 and your foot inside 11.",Jessica Knappett,2
247,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),"Find the sock containing a satsuma. You may not look inside any sock. You can squeeze 5, strike 10, sniff 20, put your hand inside 3 and your foot inside 11.",Kerry Godliman,4
248,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),"Find the sock containing a satsuma. You may not look inside any sock. You can squeeze 5, strike 10, sniff 20, put your hand inside 3 and your foot inside 11.",Phil Wang,0
249,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),"Find the sock containing a satsuma. You may not look inside any sock. You can squeeze 5, strike 10, sniff 20, put your hand inside 3 and your foot inside 11.",Rhod Gilbert,4
250,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),"Team: Rally to exactly 24. You must be at least 6ft 8in apart, and perform an equal number of shots.",James Acaster,0
251,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),"Team: Rally to exactly 24. You must be at least 6ft 8in apart, and perform an equal number of shots.",Jessica Knappett,5
252,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),"Team: Rally to exactly 24. You must be at least 6ft 8in apart, and perform an equal number of shots.",Kerry Godliman,5
253,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),"Team: Rally to exactly 24. You must be at least 6ft 8in apart, and perform an equal number of shots.",Phil Wang,0
254,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),"Team: Rally to exactly 24. You must be at least 6ft 8in apart, and perform an equal number of shots.",Rhod Gilbert,0
255,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Live: Write your name and draw a happy horse - the horse must be drawn upside down and you may not rotate your canvas.,James Acaster,5
256,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Live: Write your name and draw a happy horse - the horse must be drawn upside down and you may not rotate your canvas.,Jessica Knappett,4
257,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Live: Write your name and draw a happy horse - the horse must be drawn upside down and you may not rotate your canvas.,Kerry Godliman,3
258,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Live: Write your name and draw a happy horse - the horse must be drawn upside down and you may not rotate your canvas.,Phil Wang,4
259,Series 7,Episode 9: The pendulum draws the eye. (31 October 2018),Live: Write your name and draw a happy horse - the horse must be drawn upside down and you may not rotate your canvas.,Rhod Gilbert,2
260,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Prize: Most magnificent stationery.,James Acaster,3
261,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Prize: Most magnificent stationery.,Jessica Knappett,2
262,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Prize: Most magnificent stationery.,Kerry Godliman,5
263,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Prize: Most magnificent stationery.,Phil Wang,4
264,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Prize: Most magnificent stationery.,Rhod Gilbert,1
265,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"In a future task, when you hear the siren sound, put on a boiler suit and lie on the ground. Until then, you may not touch a boiler suit.",James Acaster,2
266,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"In a future task, when you hear the siren sound, put on a boiler suit and lie on the ground. Until then, you may not touch a boiler suit.",Jessica Knappett,3
267,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"In a future task, when you hear the siren sound, put on a boiler suit and lie on the ground. Until then, you may not touch a boiler suit.",Kerry Godliman,1
268,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"In a future task, when you hear the siren sound, put on a boiler suit and lie on the ground. Until then, you may not touch a boiler suit.",Phil Wang,5
269,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"In a future task, when you hear the siren sound, put on a boiler suit and lie on the ground. Until then, you may not touch a boiler suit.",Rhod Gilbert,4
270,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Find the hard-boiled egg. You may touch two eggs, and damage two eggs, but you may not damage the boiled egg.",James Acaster,5
271,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Find the hard-boiled egg. You may touch two eggs, and damage two eggs, but you may not damage the boiled egg.",Jessica Knappett,0
272,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Find the hard-boiled egg. You may touch two eggs, and damage two eggs, but you may not damage the boiled egg.",Kerry Godliman,0
273,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Find the hard-boiled egg. You may touch two eggs, and damage two eggs, but you may not damage the boiled egg.",Phil Wang,0
274,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Find the hard-boiled egg. You may touch two eggs, and damage two eggs, but you may not damage the boiled egg.",Rhod Gilbert,0
275,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Physically recreate a classic video game.,James Acaster,5
276,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Physically recreate a classic video game.,Jessica Knappett,3
277,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Physically recreate a classic video game.,Kerry Godliman,2
278,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Physically recreate a classic video game.,Phil Wang,3
279,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Physically recreate a classic video game.,Rhod Gilbert,4
280,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Tie yourself up as securely as possible. **Siren sounds**,James Acaster,4
281,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Tie yourself up as securely as possible. **Siren sounds**,Jessica Knappett,3
282,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Tie yourself up as securely as possible. **Siren sounds**,Kerry Godliman,2
283,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Tie yourself up as securely as possible. **Siren sounds**,Phil Wang,1
284,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Tie yourself up as securely as possible. **Siren sounds**,Rhod Gilbert,5
285,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Live: Poke the person in front of you with either a sausage or a finger. If they guess incorrectly, they will be eliminated.",James Acaster,0
286,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Live: Poke the person in front of you with either a sausage or a finger. If they guess incorrectly, they will be eliminated.",Jessica Knappett,0
287,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Live: Poke the person in front of you with either a sausage or a finger. If they guess incorrectly, they will be eliminated.",Kerry Godliman,5
288,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Live: Poke the person in front of you with either a sausage or a finger. If they guess incorrectly, they will be eliminated.",Phil Wang,0
289,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Live: Poke the person in front of you with either a sausage or a finger. If they guess incorrectly, they will be eliminated.",Rhod Gilbert,0
