,season,task_episode,task_description,task_contestant,task_score
191,Series 9,Episode 8: Shaqinahat. (23 October 2019),Team: Supply the sound for the film. You will have one attempt to make the sounds in time with the film.,Ed Gamble,3
192,Series 9,Episode 8: Shaqinahat. (23 October 2019),Team: Supply the sound for the film. You will have one attempt to make the sounds in time with the film.,Jo Brand,2
193,Series 9,Episode 8: Shaqinahat. (23 October 2019),Team: Supply the sound for the film. You will have one attempt to make the sounds in time with the film.,Katy Wix,3
194,Series 9,Episode 8: Shaqinahat. (23 October 2019),Team: Supply the sound for the film. You will have one attempt to make the sounds in time with the film.,Rose Matafeo,3
195,Series 9,Episode 8: Shaqinahat. (23 October 2019),"Live: Without adjusting your mask, draw your own face on the front of your welder's mask. It should be life-size, and either very happy or very angry.",David Baddiel,3
196,Series 9,Episode 8: Shaqinahat. (23 October 2019),"Live: Without adjusting your mask, draw your own face on the front of your welder's mask. It should be life-size, and either very happy or very angry.",Ed Gamble,4
197,Series 9,Episode 8: Shaqinahat. (23 October 2019),"Live: Without adjusting your mask, draw your own face on the front of your welder's mask. It should be life-size, and either very happy or very angry.",Jo Brand,3
198,Series 9,Episode 8: Shaqinahat. (23 October 2019),"Live: Without adjusting your mask, draw your own face on the front of your welder's mask. It should be life-size, and either very happy or very angry.",Katy Wix,5
199,Series 9,Episode 8: Shaqinahat. (23 October 2019),"Live: Without adjusting your mask, draw your own face on the front of your welder's mask. It should be life-size, and either very happy or very angry.",Rose Matafeo,4
200,Series 9,Episode 9: Don't like them go bang. (30 October 2019),Prize: Most desirable smooth thing.,David Baddiel,5
201,Series 9,Episode 9: Don't like them go bang. (30 October 2019),Prize: Most desirable smooth thing.,Ed Gamble,4
202,Series 9,Episode 9: Don't like them go bang. (30 October 2019),Prize: Most desirable smooth thing.,Jo Brand,4
203,Series 9,Episode 9: Don't like them go bang. (30 October 2019),Prize: Most desirable smooth thing.,Katy Wix,4
204,Series 9,Episode 9: Don't like them go bang. (30 October 2019),Prize: Most desirable smooth thing.,Rose Matafeo,4
205,Series 9,Episode 9: Don't like them go bang. (30 October 2019),Subtly deliver a five word instruction to Alex in the most spy-like way. Alex will then perform your instruction.,David Baddiel,5
206,Series 9,Episode 9: Don't like them go bang. (30 October 2019),Subtly deliver a five word instruction to Alex in the most spy-like way. Alex will then perform your instruction.,Ed Gamble,2
207,Series 9,Episode 9: Don't like them go bang. (30 October 2019),Subtly deliver a five word instruction to Alex in the most spy-like way. Alex will then perform your instruction.,Jo Brand,4
208,Series 9,Episode 9: Don't like them go bang. (30 October 2019),Subtly deliver a five word instruction to Alex in the most spy-like way. Alex will then perform your instruction.,Katy Wix,3
209,Series 9,Episode 9: Don't like them go bang. (30 October 2019),Subtly deliver a five word instruction to Alex in the most spy-like way. Alex will then perform your instruction.,Rose Matafeo,2
210,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Inflate, tie and pop the most balloons. After you pop your first balloon, you may not inflate any more. If any balloons remain inflated after 10 minutes, you'll be disqualified. Also, you may not look at any timing devices at any point.",David Baddiel,3
211,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Inflate, tie and pop the most balloons. After you pop your first balloon, you may not inflate any more. If any balloons remain inflated after 10 minutes, you'll be disqualified. Also, you may not look at any timing devices at any point.",Ed Gamble,5
212,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Inflate, tie and pop the most balloons. After you pop your first balloon, you may not inflate any more. If any balloons remain inflated after 10 minutes, you'll be disqualified. Also, you may not look at any timing devices at any point.",Jo Brand,0
213,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Inflate, tie and pop the most balloons. After you pop your first balloon, you may not inflate any more. If any balloons remain inflated after 10 minutes, you'll be disqualified. Also, you may not look at any timing devices at any point.",Katy Wix,0
214,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Inflate, tie and pop the most balloons. After you pop your first balloon, you may not inflate any more. If any balloons remain inflated after 10 minutes, you'll be disqualified. Also, you may not look at any timing devices at any point.",Rose Matafeo,4
215,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Make either a knee and a knee, a knee and an elbow or an elbow and an elbow look like a famous couple. You may only incorporate knees and elbows.",David Baddiel,3
216,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Make either a knee and a knee, a knee and an elbow or an elbow and an elbow look like a famous couple. You may only incorporate knees and elbows.",Ed Gamble,3
217,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Make either a knee and a knee, a knee and an elbow or an elbow and an elbow look like a famous couple. You may only incorporate knees and elbows.",Jo Brand,1
218,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Make either a knee and a knee, a knee and an elbow or an elbow and an elbow look like a famous couple. You may only incorporate knees and elbows.",Katy Wix,5
219,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Make either a knee and a knee, a knee and an elbow or an elbow and an elbow look like a famous couple. You may only incorporate knees and elbows.",Rose Matafeo,2
220,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Team Live: Standing in a queue, draw the most accurate pictures. Alex will show the person at the back of the queue a picture for them to draw on the back of the person in front of them. The person at the front of the queue must draw the picture they think has been drawn on their pad. Noone may communicate with anyone else.",David Baddiel,3
221,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Team Live: Standing in a queue, draw the most accurate pictures. Alex will show the person at the back of the queue a picture for them to draw on the back of the person in front of them. The person at the front of the queue must draw the picture they think has been drawn on their pad. Noone may communicate with anyone else.",Ed Gamble,3
222,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Team Live: Standing in a queue, draw the most accurate pictures. Alex will show the person at the back of the queue a picture for them to draw on the back of the person in front of them. The person at the front of the queue must draw the picture they think has been drawn on their pad. Noone may communicate with anyone else.",Jo Brand,5
223,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Team Live: Standing in a queue, draw the most accurate pictures. Alex will show the person at the back of the queue a picture for them to draw on the back of the person in front of them. The person at the front of the queue must draw the picture they think has been drawn on their pad. Noone may communicate with anyone else.",Katy Wix,5
224,Series 9,Episode 9: Don't like them go bang. (30 October 2019),"Team Live: Standing in a queue, draw the most accurate pictures. Alex will show the person at the back of the queue a picture for them to draw on the back of the person in front of them. The person at the front of the queue must draw the picture they think has been drawn on their pad. Noone may communicate with anyone else.",Rose Matafeo,5
225,Series 9,Episode 10: Think about the spirit. (6 November 2019),Prize: Best thing that is very long and thin.,David Baddiel,3
226,Series 9,Episode 10: Think about the spirit. (6 November 2019),Prize: Best thing that is very long and thin.,Ed Gamble,2
227,Series 9,Episode 10: Think about the spirit. (6 November 2019),Prize: Best thing that is very long and thin.,Jo Brand,4
228,Series 9,Episode 10: Think about the spirit. (6 November 2019),Prize: Best thing that is very long and thin.,Katy Wix,5
229,Series 9,Episode 10: Think about the spirit. (6 November 2019),Prize: Best thing that is very long and thin.,Rose Matafeo,1
230,Series 9,Episode 10: Think about the spirit. (6 November 2019),Do the most preposterous thing with this chickpea.,David Baddiel,2
231,Series 9,Episode 10: Think about the spirit. (6 November 2019),Do the most preposterous thing with this chickpea.,Ed Gamble,4
232,Series 9,Episode 10: Think about the spirit. (6 November 2019),Do the most preposterous thing with this chickpea.,Jo Brand,1
233,Series 9,Episode 10: Think about the spirit. (6 November 2019),Do the most preposterous thing with this chickpea.,Katy Wix,3
234,Series 9,Episode 10: Think about the spirit. (6 November 2019),Do the most preposterous thing with this chickpea.,Rose Matafeo,5
235,Series 9,Episode 10: Think about the spirit. (6 November 2019),Team: Make the best cup of tea in this teacup. You must use all the equipment that's locked to the table. You may not use anything from the kitchen. You must wear the rubber gloves throughout.,David Baddiel,5
236,Series 9,Episode 10: Think about the spirit. (6 November 2019),Team: Make the best cup of tea in this teacup. You must use all the equipment that's locked to the table. You may not use anything from the kitchen. You must wear the rubber gloves throughout.,Ed Gamble,1
237,Series 9,Episode 10: Think about the spirit. (6 November 2019),Team: Make the best cup of tea in this teacup. You must use all the equipment that's locked to the table. You may not use anything from the kitchen. You must wear the rubber gloves throughout.,Jo Brand,5
238,Series 9,Episode 10: Think about the spirit. (6 November 2019),Team: Make the best cup of tea in this teacup. You must use all the equipment that's locked to the table. You may not use anything from the kitchen. You must wear the rubber gloves throughout.,Katy Wix,1
239,Series 9,Episode 10: Think about the spirit. (6 November 2019),Team: Make the best cup of tea in this teacup. You must use all the equipment that's locked to the table. You may not use anything from the kitchen. You must wear the rubber gloves throughout.,Rose Matafeo,1
240,Series 9,Episode 10: Think about the spirit. (6 November 2019),"Complete the seven tasks. When you touch a task in any way you must complete it before opening another task. If you fail a task, you must start again. The designed 'best way' to complete the tasks are as follows: 1) Complete the jigsaw. 2) Hide the jigsaw pieces around the garden. 3) Put the wheelbarrow inside the caravan. 4) Place 20 things bigger than a tennis ball inside the wheelbarrow. They must stay in the wheelbarrow for the rest of the task. 5) Bowl the ball from behind the rope so that it knocks over at least one of the skittles. 6) Build a tower of bricks to a height of at least 26 inches on the red circle. It must stay standing for the rest of the task. 7) Put your hand on your hip and keep it there for the rest of the task.",David Baddiel,0
241,Series 9,Episode 10: Think about the spirit. (6 November 2019),"Complete the seven tasks. When you touch a task in any way you must complete it before opening another task. If you fail a task, you must start again. The designed 'best way' to complete the tasks are as follows: 1) Complete the jigsaw. 2) Hide the jigsaw pieces around the garden. 3) Put the wheelbarrow inside the caravan. 4) Place 20 things bigger than a tennis ball inside the wheelbarrow. They must stay in the wheelbarrow for the rest of the task. 5) Bowl the ball from behind the rope so that it knocks over at least one of the skittles. 6) Build a tower of bricks to a height of at least 26 inches on the red circle. It must stay standing for the rest of the task. 7) Put your hand on your hip and keep it there for the rest of the task.",Ed Gamble,5
242,Series 9,Episode 10: Think about the spirit. (6 November 2019),"Complete the seven tasks. When you touch a task in any way you must complete it before opening another task. If you fail a task, you must start again. The designed 'best way' to complete the tasks are as follows: 1) Complete the jigsaw. 2) Hide the jigsaw pieces around the garden. 3) Put the wheelbarrow inside the caravan. 4) Place 20 things bigger than a tennis ball inside the wheelbarrow. They must stay in the wheelbarrow for the rest of the task. 5) Bowl the ball from behind the rope so that it knocks over at least one of the skittles. 6) Build a tower of bricks to a height of at least 26 inches on the red circle. It must stay standing for the rest of the task. 7) Put your hand on your hip and keep it there for the rest of the task.",Jo Brand,0
243,Series 9,Episode 10: Think about the spirit. (6 November 2019),"Complete the seven tasks. When you touch a task in any way you must complete it before opening another task. If you fail a task, you must start again. The designed 'best way' to complete the tasks are as follows: 1) Complete the jigsaw. 2) Hide the jigsaw pieces around the garden. 3) Put the wheelbarrow inside the caravan. 4) Place 20 things bigger than a tennis ball inside the wheelbarrow. They must stay in the wheelbarrow for the rest of the task. 5) Bowl the ball from behind the rope so that it knocks over at least one of the skittles. 6) Build a tower of bricks to a height of at least 26 inches on the red circle. It must stay standing for the rest of the task. 7) Put your hand on your hip and keep it there for the rest of the task.",Katy Wix,0
244,Series 9,Episode 10: Think about the spirit. (6 November 2019),"Complete the seven tasks. When you touch a task in any way you must complete it before opening another task. If you fail a task, you must start again. The designed 'best way' to complete the tasks are as follows: 1) Complete the jigsaw. 2) Hide the jigsaw pieces around the garden. 3) Put the wheelbarrow inside the caravan. 4) Place 20 things bigger than a tennis ball inside the wheelbarrow. They must stay in the wheelbarrow for the rest of the task. 5) Bowl the ball from behind the rope so that it knocks over at least one of the skittles. 6) Build a tower of bricks to a height of at least 26 inches on the red circle. It must stay standing for the rest of the task. 7) Put your hand on your hip and keep it there for the rest of the task.",Rose Matafeo,0
245,Series 9,Episode 10: Think about the spirit. (6 November 2019),"Live: Pull the short breadstick. Taking it in turns, take a breadstick from the person next to you. Before you pull, the breadstick bearer must wink, point to a breadstick and say ""this is the short breadstick"". If someone pulls your shortest breadstick, you are out.",David Baddiel,0
246,Series 9,Episode 10: Think about the spirit. (6 November 2019),"Live: Pull the short breadstick. Taking it in turns, take a breadstick from the person next to you. Before you pull, the breadstick bearer must wink, point to a breadstick and say ""this is the short breadstick"". If someone pulls your shortest breadstick, you are out.",Ed Gamble,0
247,Series 9,Episode 10: Think about the spirit. (6 November 2019),"Live: Pull the short breadstick. Taking it in turns, take a breadstick from the person next to you. Before you pull, the breadstick bearer must wink, point to a breadstick and say ""this is the short breadstick"". If someone pulls your shortest breadstick, you are out.",Jo Brand,0
248,Series 9,Episode 10: Think about the spirit. (6 November 2019),"Live: Pull the short breadstick. Taking it in turns, take a breadstick from the person next to you. Before you pull, the breadstick bearer must wink, point to a breadstick and say ""this is the short breadstick"". If someone pulls your shortest breadstick, you are out.",Katy Wix,0
249,Series 9,Episode 10: Think about the spirit. (6 November 2019),"Live: Pull the short breadstick. Taking it in turns, take a breadstick from the person next to you. Before you pull, the breadstick bearer must wink, point to a breadstick and say ""this is the short breadstick"". If someone pulls your shortest breadstick, you are out.",Rose Matafeo,5
250,Series 9,Episode 10: Think about the spirit. (6 November 2019),Make one of the popup toys pause for the longest using one of the spreads.,David Baddiel,0
251,Series 9,Episode 10: Think about the spirit. (6 November 2019),Make one of the popup toys pause for the longest using one of the spreads.,Ed Gamble,1
252,Series 9,Episode 10: Think about the spirit. (6 November 2019),Make one of the popup toys pause for the longest using one of the spreads.,Jo Brand,0
253,Series 9,Episode 10: Think about the spirit. (6 November 2019),Make one of the popup toys pause for the longest using one of the spreads.,Katy Wix,0
254,Series 9,Episode 10: Think about the spirit. (6 November 2019),Make one of the popup toys pause for the longest using one of the spreads.,Rose Matafeo,0
