,season,task_episode,task_description,task_contestant,task_score
146,Series 12,Episode 6: A chair in a sweet. (28 October 2021),Live: Choose the number of sheets you want for the second part of the task. Each sheet will reduce your points total by five.,Desiree Burch,5
147,Series 12,Episode 6: A chair in a sweet. (28 October 2021),Live: Choose the number of sheets you want for the second part of the task. Each sheet will reduce your points total by five.,Guz Khan,5
148,Series 12,Episode 6: A chair in a sweet. (28 October 2021),Live: Choose the number of sheets you want for the second part of the task. Each sheet will reduce your points total by five.,Morgana Robinson,3
149,Series 12,Episode 6: A chair in a sweet. (28 October 2021),Live: Choose the number of sheets you want for the second part of the task. Each sheet will reduce your points total by five.,Victoria Coren Mitchell,2
150,Series 12,Episode 7: The integrity of the product. (4 November 2021),Prize: Most ridiculous thin thing.,Alan Davies,3
151,Series 12,Episode 7: The integrity of the product. (4 November 2021),Prize: Most ridiculous thin thing.,Desiree Burch,4
152,Series 12,Episode 7: The integrity of the product. (4 November 2021),Prize: Most ridiculous thin thing.,Guz Khan,1
153,Series 12,Episode 7: The integrity of the product. (4 November 2021),Prize: Most ridiculous thin thing.,Morgana Robinson,2
154,Series 12,Episode 7: The integrity of the product. (4 November 2021),Prize: Most ridiculous thin thing.,Victoria Coren Mitchell,5
155,Series 12,Episode 7: The integrity of the product. (4 November 2021),Put up a shelf for all the Taskmaster's snooker balls. All the Taskmaster's snooker balls must be at the Taskmaster's eyeline. Only the Taskmaster's snooker balls may be on the finished shelf. Fastest wins.,Alan Davies,4
156,Series 12,Episode 7: The integrity of the product. (4 November 2021),Put up a shelf for all the Taskmaster's snooker balls. All the Taskmaster's snooker balls must be at the Taskmaster's eyeline. Only the Taskmaster's snooker balls may be on the finished shelf. Fastest wins.,Desiree Burch,3
157,Series 12,Episode 7: The integrity of the product. (4 November 2021),Put up a shelf for all the Taskmaster's snooker balls. All the Taskmaster's snooker balls must be at the Taskmaster's eyeline. Only the Taskmaster's snooker balls may be on the finished shelf. Fastest wins.,Guz Khan,3
158,Series 12,Episode 7: The integrity of the product. (4 November 2021),Put up a shelf for all the Taskmaster's snooker balls. All the Taskmaster's snooker balls must be at the Taskmaster's eyeline. Only the Taskmaster's snooker balls may be on the finished shelf. Fastest wins.,Morgana Robinson,3
159,Series 12,Episode 7: The integrity of the product. (4 November 2021),Put up a shelf for all the Taskmaster's snooker balls. All the Taskmaster's snooker balls must be at the Taskmaster's eyeline. Only the Taskmaster's snooker balls may be on the finished shelf. Fastest wins.,Victoria Coren Mitchell,3
160,Series 12,Episode 7: The integrity of the product. (4 November 2021),"Write and perform a 30-second jingle. You must reach into the barrel to find the subject of your jingle, then pop a balloon to discover the instrument that you must play under your jingle.",Alan Davies,4
161,Series 12,Episode 7: The integrity of the product. (4 November 2021),"Write and perform a 30-second jingle. You must reach into the barrel to find the subject of your jingle, then pop a balloon to discover the instrument that you must play under your jingle.",Desiree Burch,5
162,Series 12,Episode 7: The integrity of the product. (4 November 2021),"Write and perform a 30-second jingle. You must reach into the barrel to find the subject of your jingle, then pop a balloon to discover the instrument that you must play under your jingle.",Guz Khan,4
163,Series 12,Episode 7: The integrity of the product. (4 November 2021),"Write and perform a 30-second jingle. You must reach into the barrel to find the subject of your jingle, then pop a balloon to discover the instrument that you must play under your jingle.",Morgana Robinson,5
164,Series 12,Episode 7: The integrity of the product. (4 November 2021),"Write and perform a 30-second jingle. You must reach into the barrel to find the subject of your jingle, then pop a balloon to discover the instrument that you must play under your jingle.",Victoria Coren Mitchell,2
165,Series 12,Episode 7: The integrity of the product. (4 November 2021),Either get the pipe through the box and everything in it then get the box and everything in it through the pipe or get the box and everything in it through the pipe then get the pipe through the box and everything in it. Fastest wins.,Alan Davies,0
166,Series 12,Episode 7: The integrity of the product. (4 November 2021),Either get the pipe through the box and everything in it then get the box and everything in it through the pipe or get the box and everything in it through the pipe then get the pipe through the box and everything in it. Fastest wins.,Desiree Burch,5
167,Series 12,Episode 7: The integrity of the product. (4 November 2021),Either get the pipe through the box and everything in it then get the box and everything in it through the pipe or get the box and everything in it through the pipe then get the pipe through the box and everything in it. Fastest wins.,Guz Khan,0
168,Series 12,Episode 7: The integrity of the product. (4 November 2021),Either get the pipe through the box and everything in it then get the box and everything in it through the pipe or get the box and everything in it through the pipe then get the pipe through the box and everything in it. Fastest wins.,Morgana Robinson,4
169,Series 12,Episode 7: The integrity of the product. (4 November 2021),Either get the pipe through the box and everything in it then get the box and everything in it through the pipe or get the box and everything in it through the pipe then get the pipe through the box and everything in it. Fastest wins.,Victoria Coren Mitchell,3
170,Series 12,Episode 7: The integrity of the product. (4 November 2021),"Live: Each person must direct their fellow contestants to draw an image. The drawing director may only use the following words: line, circle, square, big, small, up, down, left, right, middle, please, bendy. At the end of one minute, the drawers must write down what they think the image is. The drawers will receive one point per correct guess. The drawing director will also receive one point per correct guess. Most points overall wins.",Alan Davies,5
171,Series 12,Episode 7: The integrity of the product. (4 November 2021),"Live: Each person must direct their fellow contestants to draw an image. The drawing director may only use the following words: line, circle, square, big, small, up, down, left, right, middle, please, bendy. At the end of one minute, the drawers must write down what they think the image is. The drawers will receive one point per correct guess. The drawing director will also receive one point per correct guess. Most points overall wins.",Desiree Burch,0
172,Series 12,Episode 7: The integrity of the product. (4 November 2021),"Live: Each person must direct their fellow contestants to draw an image. The drawing director may only use the following words: line, circle, square, big, small, up, down, left, right, middle, please, bendy. At the end of one minute, the drawers must write down what they think the image is. The drawers will receive one point per correct guess. The drawing director will also receive one point per correct guess. Most points overall wins.",Guz Khan,0
173,Series 12,Episode 7: The integrity of the product. (4 November 2021),"Live: Each person must direct their fellow contestants to draw an image. The drawing director may only use the following words: line, circle, square, big, small, up, down, left, right, middle, please, bendy. At the end of one minute, the drawers must write down what they think the image is. The drawers will receive one point per correct guess. The drawing director will also receive one point per correct guess. Most points overall wins.",Morgana Robinson,0
174,Series 12,Episode 7: The integrity of the product. (4 November 2021),"Live: Each person must direct their fellow contestants to draw an image. The drawing director may only use the following words: line, circle, square, big, small, up, down, left, right, middle, please, bendy. At the end of one minute, the drawers must write down what they think the image is. The drawers will receive one point per correct guess. The drawing director will also receive one point per correct guess. Most points overall wins.",Victoria Coren Mitchell,5
175,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Prize: Best thing you use for something other than its actual purpose.,Alan Davies,4
176,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Prize: Best thing you use for something other than its actual purpose.,Desiree Burch,5
177,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Prize: Best thing you use for something other than its actual purpose.,Guz Khan,3
178,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Prize: Best thing you use for something other than its actual purpose.,Morgana Robinson,2
179,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Prize: Best thing you use for something other than its actual purpose.,Victoria Coren Mitchell,1
180,Series 12,Episode 8: A couple of Ethels. (11 November 2021),"Make and wear a popcorn necklace with at least five pieces of popcorn and then do the opposite of the following: You must under no circumstances not avoid not making the bell not ring. The task is over when you have either rung the bell or not rung the bell and said ""I did the right thing"" three times. Fastest to not do the wrong thing wins. If you don't do the right thing, you lose five points.",Alan Davies,4
181,Series 12,Episode 8: A couple of Ethels. (11 November 2021),"Make and wear a popcorn necklace with at least five pieces of popcorn and then do the opposite of the following: You must under no circumstances not avoid not making the bell not ring. The task is over when you have either rung the bell or not rung the bell and said ""I did the right thing"" three times. Fastest to not do the wrong thing wins. If you don't do the right thing, you lose five points.",Desiree Burch,-5
182,Series 12,Episode 8: A couple of Ethels. (11 November 2021),"Make and wear a popcorn necklace with at least five pieces of popcorn and then do the opposite of the following: You must under no circumstances not avoid not making the bell not ring. The task is over when you have either rung the bell or not rung the bell and said ""I did the right thing"" three times. Fastest to not do the wrong thing wins. If you don't do the right thing, you lose five points.",Guz Khan,5
183,Series 12,Episode 8: A couple of Ethels. (11 November 2021),"Make and wear a popcorn necklace with at least five pieces of popcorn and then do the opposite of the following: You must under no circumstances not avoid not making the bell not ring. The task is over when you have either rung the bell or not rung the bell and said ""I did the right thing"" three times. Fastest to not do the wrong thing wins. If you don't do the right thing, you lose five points.",Morgana Robinson,3
184,Series 12,Episode 8: A couple of Ethels. (11 November 2021),"Make and wear a popcorn necklace with at least five pieces of popcorn and then do the opposite of the following: You must under no circumstances not avoid not making the bell not ring. The task is over when you have either rung the bell or not rung the bell and said ""I did the right thing"" three times. Fastest to not do the wrong thing wins. If you don't do the right thing, you lose five points.",Victoria Coren Mitchell,-5
185,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Team: Play the most brilliant minute of socially-distanced sport.,Alan Davies,5
186,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Team: Play the most brilliant minute of socially-distanced sport.,Desiree Burch,5
187,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Team: Play the most brilliant minute of socially-distanced sport.,Guz Khan,5
188,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Team: Play the most brilliant minute of socially-distanced sport.,Morgana Robinson,5
189,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Team: Play the most brilliant minute of socially-distanced sport.,Victoria Coren Mitchell,5
190,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Make your face look like another face when your face is turned upside-down. Most expressive and radically different upside-down face wins.,Alan Davies,5
191,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Make your face look like another face when your face is turned upside-down. Most expressive and radically different upside-down face wins.,Desiree Burch,2
192,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Make your face look like another face when your face is turned upside-down. Most expressive and radically different upside-down face wins.,Guz Khan,4
193,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Make your face look like another face when your face is turned upside-down. Most expressive and radically different upside-down face wins.,Morgana Robinson,4
194,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Make your face look like another face when your face is turned upside-down. Most expressive and radically different upside-down face wins.,Victoria Coren Mitchell,5
195,Series 12,Episode 8: A couple of Ethels. (11 November 2021),"Live: Pop up before the object, but only just. You are only allowed to pop up once. Closest to the pop before the pop wins the round. If you pop up after the object, you get no points that round.",Alan Davies,3
196,Series 12,Episode 8: A couple of Ethels. (11 November 2021),"Live: Pop up before the object, but only just. You are only allowed to pop up once. Closest to the pop before the pop wins the round. If you pop up after the object, you get no points that round.",Desiree Burch,2
197,Series 12,Episode 8: A couple of Ethels. (11 November 2021),"Live: Pop up before the object, but only just. You are only allowed to pop up once. Closest to the pop before the pop wins the round. If you pop up after the object, you get no points that round.",Guz Khan,4
198,Series 12,Episode 8: A couple of Ethels. (11 November 2021),"Live: Pop up before the object, but only just. You are only allowed to pop up once. Closest to the pop before the pop wins the round. If you pop up after the object, you get no points that round.",Morgana Robinson,5
199,Series 12,Episode 8: A couple of Ethels. (11 November 2021),"Live: Pop up before the object, but only just. You are only allowed to pop up once. Closest to the pop before the pop wins the round. If you pop up after the object, you get no points that round.",Victoria Coren Mitchell,3
200,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Blow the feather across the table using only your nose.,Alan Davies,1
201,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Blow the feather across the table using only your nose.,Desiree Burch,0
202,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Blow the feather across the table using only your nose.,Guz Khan,0
203,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Blow the feather across the table using only your nose.,Morgana Robinson,0
204,Series 12,Episode 8: A couple of Ethels. (11 November 2021),Blow the feather across the table using only your nose.,Victoria Coren Mitchell,0
205,Series 12,Episode 9: Nothing matters. (18 November 2021),Prize: 40 things that are all the same and can all fit on a towel and are the best.,Alan Davies,5
206,Series 12,Episode 9: Nothing matters. (18 November 2021),Prize: 40 things that are all the same and can all fit on a towel and are the best.,Desiree Burch,4
207,Series 12,Episode 9: Nothing matters. (18 November 2021),Prize: 40 things that are all the same and can all fit on a towel and are the best.,Guz Khan,3
208,Series 12,Episode 9: Nothing matters. (18 November 2021),Prize: 40 things that are all the same and can all fit on a towel and are the best.,Morgana Robinson,1
209,Series 12,Episode 9: Nothing matters. (18 November 2021),Prize: 40 things that are all the same and can all fit on a towel and are the best.,Victoria Coren Mitchell,2
210,Series 12,Episode 9: Nothing matters. (18 November 2021),"Have the longest telephone conversation without the other person knowing you are trying to have a long telephone conversation. During the call, you must not mention television or Taskmaster. Every minute, you must reveal and carry out an action from the board. If the person you call says any of the key words, you must hang up immediately. You must call someone within two minutes from now.",Alan Davies,1
211,Series 12,Episode 9: Nothing matters. (18 November 2021),"Have the longest telephone conversation without the other person knowing you are trying to have a long telephone conversation. During the call, you must not mention television or Taskmaster. Every minute, you must reveal and carry out an action from the board. If the person you call says any of the key words, you must hang up immediately. You must call someone within two minutes from now.",Desiree Burch,5
212,Series 12,Episode 9: Nothing matters. (18 November 2021),"Have the longest telephone conversation without the other person knowing you are trying to have a long telephone conversation. During the call, you must not mention television or Taskmaster. Every minute, you must reveal and carry out an action from the board. If the person you call says any of the key words, you must hang up immediately. You must call someone within two minutes from now.",Guz Khan,3
213,Series 12,Episode 9: Nothing matters. (18 November 2021),"Have the longest telephone conversation without the other person knowing you are trying to have a long telephone conversation. During the call, you must not mention television or Taskmaster. Every minute, you must reveal and carry out an action from the board. If the person you call says any of the key words, you must hang up immediately. You must call someone within two minutes from now.",Morgana Robinson,2
214,Series 12,Episode 9: Nothing matters. (18 November 2021),"Have the longest telephone conversation without the other person knowing you are trying to have a long telephone conversation. During the call, you must not mention television or Taskmaster. Every minute, you must reveal and carry out an action from the board. If the person you call says any of the key words, you must hang up immediately. You must call someone within two minutes from now.",Victoria Coren Mitchell,4
215,Series 12,Episode 9: Nothing matters. (18 November 2021),Strike the soldier with your throwing paint. The soldier will say your name every five seconds. You may not remove or tamper with your helmet. Fastest wins.,Alan Davies,1
216,Series 12,Episode 9: Nothing matters. (18 November 2021),Strike the soldier with your throwing paint. The soldier will say your name every five seconds. You may not remove or tamper with your helmet. Fastest wins.,Desiree Burch,4
217,Series 12,Episode 9: Nothing matters. (18 November 2021),Strike the soldier with your throwing paint. The soldier will say your name every five seconds. You may not remove or tamper with your helmet. Fastest wins.,Guz Khan,3
218,Series 12,Episode 9: Nothing matters. (18 November 2021),Strike the soldier with your throwing paint. The soldier will say your name every five seconds. You may not remove or tamper with your helmet. Fastest wins.,Morgana Robinson,5
219,Series 12,Episode 9: Nothing matters. (18 November 2021),Strike the soldier with your throwing paint. The soldier will say your name every five seconds. You may not remove or tamper with your helmet. Fastest wins.,Victoria Coren Mitchell,2
220,Series 12,Episode 9: Nothing matters. (18 November 2021),Get goosebumps. Your goosebumps must be revealed in the lab. Fastest wins.,Alan Davies,4
221,Series 12,Episode 9: Nothing matters. (18 November 2021),Get goosebumps. Your goosebumps must be revealed in the lab. Fastest wins.,Desiree Burch,3
222,Series 12,Episode 9: Nothing matters. (18 November 2021),Get goosebumps. Your goosebumps must be revealed in the lab. Fastest wins.,Guz Khan,0
223,Series 12,Episode 9: Nothing matters. (18 November 2021),Get goosebumps. Your goosebumps must be revealed in the lab. Fastest wins.,Morgana Robinson,5
224,Series 12,Episode 9: Nothing matters. (18 November 2021),Get goosebumps. Your goosebumps must be revealed in the lab. Fastest wins.,Victoria Coren Mitchell,0
225,Series 12,Episode 9: Nothing matters. (18 November 2021),"Team Live: Get the highest score by sliding your ducks. Each team will slide a pair of ducks three times. The duck slider must smirk at the Taskmaster whilst sliding their ducks. The winning team will receive five points per person, the losing team will get zero.",Alan Davies,0
226,Series 12,Episode 9: Nothing matters. (18 November 2021),"Team Live: Get the highest score by sliding your ducks. Each team will slide a pair of ducks three times. The duck slider must smirk at the Taskmaster whilst sliding their ducks. The winning team will receive five points per person, the losing team will get zero.",Desiree Burch,5
227,Series 12,Episode 9: Nothing matters. (18 November 2021),"Team Live: Get the highest score by sliding your ducks. Each team will slide a pair of ducks three times. The duck slider must smirk at the Taskmaster whilst sliding their ducks. The winning team will receive five points per person, the losing team will get zero.",Guz Khan,5
228,Series 12,Episode 9: Nothing matters. (18 November 2021),"Team Live: Get the highest score by sliding your ducks. Each team will slide a pair of ducks three times. The duck slider must smirk at the Taskmaster whilst sliding their ducks. The winning team will receive five points per person, the losing team will get zero.",Morgana Robinson,5
229,Series 12,Episode 9: Nothing matters. (18 November 2021),"Team Live: Get the highest score by sliding your ducks. Each team will slide a pair of ducks three times. The duck slider must smirk at the Taskmaster whilst sliding their ducks. The winning team will receive five points per person, the losing team will get zero.",Victoria Coren Mitchell,0
230,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Prize: Most magnificent floppy thing.,Alan Davies,4
231,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Prize: Most magnificent floppy thing.,Desiree Burch,5
232,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Prize: Most magnificent floppy thing.,Guz Khan,4
233,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Prize: Most magnificent floppy thing.,Morgana Robinson,2
234,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Prize: Most magnificent floppy thing.,Victoria Coren Mitchell,1
235,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Drink all this drink with your mouth open. Your mouth must be visibly open throughout. Fastest wins.,Alan Davies,3
236,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Drink all this drink with your mouth open. Your mouth must be visibly open throughout. Fastest wins.,Desiree Burch,5
237,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Drink all this drink with your mouth open. Your mouth must be visibly open throughout. Fastest wins.,Guz Khan,4
238,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Drink all this drink with your mouth open. Your mouth must be visibly open throughout. Fastest wins.,Morgana Robinson,2
239,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Drink all this drink with your mouth open. Your mouth must be visibly open throughout. Fastest wins.,Victoria Coren Mitchell,1
240,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),"Team: Using your whole body to make individual characters, describe the Taskmaster. Your description must be a minimum of 20 characters long. Most vivid description wins.",Alan Davies,5
241,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),"Team: Using your whole body to make individual characters, describe the Taskmaster. Your description must be a minimum of 20 characters long. Most vivid description wins.",Desiree Burch,0
242,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),"Team: Using your whole body to make individual characters, describe the Taskmaster. Your description must be a minimum of 20 characters long. Most vivid description wins.",Guz Khan,0
243,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),"Team: Using your whole body to make individual characters, describe the Taskmaster. Your description must be a minimum of 20 characters long. Most vivid description wins.",Morgana Robinson,4
244,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),"Team: Using your whole body to make individual characters, describe the Taskmaster. Your description must be a minimum of 20 characters long. Most vivid description wins.",Victoria Coren Mitchell,0
245,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Propose to Alex in the most irresistible way.,Alan Davies,4
246,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Propose to Alex in the most irresistible way.,Desiree Burch,4
247,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Propose to Alex in the most irresistible way.,Guz Khan,5
248,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Propose to Alex in the most irresistible way.,Morgana Robinson,5
249,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),Propose to Alex in the most irresistible way.,Victoria Coren Mitchell,3
250,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),"Live: One at a time, make a noise without the Taskmaster identifying you. The person who makes the most unidentifiable noises wins.",Alan Davies,3
251,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),"Live: One at a time, make a noise without the Taskmaster identifying you. The person who makes the most unidentifiable noises wins.",Desiree Burch,3
252,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),"Live: One at a time, make a noise without the Taskmaster identifying you. The person who makes the most unidentifiable noises wins.",Guz Khan,5
253,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),"Live: One at a time, make a noise without the Taskmaster identifying you. The person who makes the most unidentifiable noises wins.",Morgana Robinson,5
254,Series 12,Episode 10: Caring Uncle Minpict. (25 November 2021),"Live: One at a time, make a noise without the Taskmaster identifying you. The person who makes the most unidentifiable noises wins.",Victoria Coren Mitchell,3
